route_id,route_short_name,shift,n_trips,n_stop_events,demand_level,allocated_buses
356-Z ANK-MSH,356-Z,other,1,1,free,1
356-Z D38-ANK,356-Z,afternoon,4,73,busy,2
356-Z D38-ANK,356-Z,morning,4,106,busy,2
356-Z D38-ANK,356-Z,other,2,41,normal,1
356-Z D38G-ANKL,356-Z,afternoon,1,27,free,1
356-Z D38G-ANKL,356-Z,morning,2,52,normal,1
356-Z D38G-ANKL,356-Z,other,1,27,free,1
356-ZA D38G-KDMS,356-ZA,afternoon,1,14,free,1
356-ZA D38G-KDMS,356-ZA,morning,1,32,normal,1
356-ZA D38G-KDMS,356-ZA,other,1,19,free,1
357,357,afternoon,1,2,free,1
357,357,morning,2,72,busy,2
357,357,other,2,70,busy,2
357 BDP-D38G,357 BDP-D38G,afternoon,1,9,free,1
357 BDP-D38G,357 BDP-D38G,morning,1,6,free,1
357 KBS-KMT-BDP,357,afternoon,1,43,normal,1
357 KBS-KMT-BDP,357,morning,2,68,busy,2
357 KBS-KMT-BDP,357,other,1,15,free,1
357-A,357-A,morning,3,101,busy,2
357-A,357-A,other,2,47,normal,1
358,358,morning,3,102,busy,2
358,358,other,1,12,free,1
358 KBS-MYS,358 KBS-MYS,afternoon,1,40,normal,1
358 KBS-MYS,358 KBS-MYS,other,3,85,busy,2
359,359,afternoon,2,46,normal,1
359,359,morning,3,118,busy,2
359,359,other,2,76,busy,2
359-A,359-A,afternoon,3,65,busy,2
359-A,359-A,morning,3,132,busy,2
359-A,359-A,other,2,67,busy,2
359-A D38G-ABS,359-A,afternoon,2,37,normal,1
36,36,afternoon,35,518,busy,13
36,36,morning,27,417,busy,10
36,36,other,11,154,busy,5
36 KBS-VSD-SNR,36,morning,1,19,free,1
36 VSD-KMTFLY-SRN,36,afternoon,1,12,free,1
36 VSD-KMTFLY-SRN,36,other,1,3,free,1
36 VSD-SNR,36 VSD-SNR,morning,1,14,free,1
36 VSDH-SNR,36 VSDH-SNR,afternoon,1,5,free,1
36 VSDH-SNR,36 VSDH-SNR,other,1,10,free,1
36-A,36-A,afternoon,35,679,busy,13
36-A,36-A,morning,29,579,busy,11
36-A,36-A,other,17,280,busy,7
36-A CLO-NDH-AVLH-KBS,36-A,afternoon,2,55,normal,1
36-A CLO-NDH-AVLH-KBS,36-A,morning,1,27,free,1
36-A CLO-NDH-AVLH-KBS,36-A,other,1,28,free,1
36-A KBS-KMT-BEML5,36-A,afternoon,1,36,normal,1
36-B,36-B,afternoon,11,195,busy,5
36-B,36-B,morning,13,272,busy,5
36-B,36-B,other,6,121,busy,3
36-B BSK-GNE,36-B BSK-GNE,morning,1,22,free,1
36-B BSK-GNE,36-B BSK-GNE,other,1,20,free,1
36-B VSD,36-B VSD,afternoon,1,6,free,1
36-B VSD,36-B VSD,morning,1,22,free,1
36-B VSD,36-B VSD,other,1,15,free,1
36-D,36-D,afternoon,8,149,busy,4
36-D,36-D,morning,7,129,busy,3
36-F,36-F,afternoon,9,145,busy,4
36-F,36-F,morning,7,127,busy,3
36-F,36-F,other,3,48,normal,1
36-G,36-G,afternoon,3,45,normal,1
36-G,36-G,morning,8,165,busy,4
36-G,36-G,other,5,105,busy,3
360,360,afternoon,27,846,busy,10
360,360,morning,17,571,busy,7
360,360,other,10,251,busy,4
360 CPR-KRM,360 CPR-KRM,afternoon,1,21,free,1
360 CPR-KRM,360 CPR-KRM,other,2,25,free,1
360 D38G-ATB,360 D38G-ATB,afternoon,13,184,busy,5
360 D38G-ATB,360 D38G-ATB,morning,14,231,busy,6
360 D38G-ATB,360 D38G-ATB,other,8,95,busy,4
360 KRMTTMC-ATB,360,afternoon,4,120,busy,2
360 KRMTTMC-ATB,360,morning,3,72,busy,2
360 KRMTTMC-ATB,360,other,1,32,normal,1
360 SRN-ATB,360 SRN-ATB,afternoon,63,665,busy,22
360 SRN-ATB,360 SRN-ATB,morning,25,255,busy,9
360 SRN-ATB,360 SRN-ATB,other,11,103,busy,5
360-B ATB-BOMC,360-B,other,1,12,free,1
360-C,360-C,afternoon,1,6,free,1
360-C,360-C,morning,1,44,normal,1
360-C,360-C,other,1,34,normal,1
360-C D38G-BLR,360-C,morning,1,21,free,1
360-D,360-D,afternoon,2,78,busy,2
360-D,360-D,morning,2,70,busy,2
360-D D38G-MNH,360-D,afternoon,1,11,free,1
360-D D38G-MNH,360-D,morning,1,19,free,1
360-D D38G-MNH,360-D,other,1,8,free,1
360-D KMT-ATB-KMLP,360-D,morning,1,39,normal,1
360-D KMT-ATB-KMLP,360-D,other,1,43,normal,1
360-E,360-E,morning,2,84,busy,2
360-H,360-H,afternoon,2,50,normal,1
360-H,360-H,morning,2,85,busy,2
360-H,360-H,other,3,92,busy,2
360-J,360-J,afternoon,1,49,normal,1
360-J,360-J,morning,2,97,busy,2
360-J,360-J,other,1,2,free,1
360-J CSB-HND,360-J,morning,1,32,normal,1
360-J CSB-HND,360-J,other,2,64,busy,2
360-K,360-K,afternoon,63,1732,busy,22
360-K,360-K,morning,57,1967,busy,20
360-K,360-K,other,21,643,busy,8
360-K KRM-STJN-ATB,360-K,afternoon,10,296,busy,4
360-K KRM-STJN-ATB,360-K,morning,5,142,busy,3
360-K KRM-STJN-ATB,360-K,other,4,124,busy,2
360-K KSR-ATB,360-K,morning,2,86,busy,2
360-K KSR-ATB,360-K,other,1,43,normal,1
360-N,360-N,afternoon,1,6,free,1
360-N,360-N,morning,2,88,busy,2
360-N,360-N,other,2,82,busy,2
360-Q,360-Q,morning,2,82,busy,2
360-Q KBS-DSP,360-Q,morning,1,42,normal,1
360-Q KBS-DSP,360-Q,other,1,47,normal,1
360-S,360-S,afternoon,1,54,normal,1
360-S,360-S,morning,1,50,normal,1
360-S D38G-ANK-RMH,360-S,morning,1,35,normal,1
360-S D38G-SMDR,360-S,morning,1,27,free,1
360-S D38G-SMDR,360-S,other,1,27,free,1
361,361,afternoon,1,46,normal,1
361,361,morning,3,130,busy,2
361,361,other,2,88,busy,2
361-B,361-B,morning,1,42,normal,1
361-B D38G-CHD,361-B,morning,1,22,free,1
361-C,361-C,afternoon,30,957,busy,11
361-C,361-C,morning,26,1127,busy,10
361-C,361-C,other,18,606,busy,7
361-C FLYOVER,361-C,morning,5,225,busy,3
361-C FLYOVER,361-C,other,4,200,busy,2
361-D,361-D,other,1,40,normal,1
361-D KBS-CDH,361-D,morning,1,38,normal,1
361-K,361-K,morning,2,83,busy,2
361-K KMT-NGKH,361-K,morning,1,31,normal,1
361-K KMT-NGKH,361-K,other,2,46,normal,1
362 BMH-BGR-JSD,362,afternoon,2,52,normal,1
362-B,362-B,afternoon,5,76,busy,3
362-B,362-B,morning,9,177,busy,4
362-B,362-B,other,6,111,busy,3
362-C,362-C,afternoon,39,1067,busy,14
362-C,362-C,morning,37,1014,busy,13
362-C,362-C,other,15,403,busy,6
362-C SBS-CSB,362-C,afternoon,1,16,free,1
362-C SBS-YLH,362-C,afternoon,2,48,normal,1
362-C SBS-YLH,362-C,morning,4,128,busy,2
362-C SBS-YLH,362-C,other,3,80,busy,2
362-CA,362-CA,afternoon,4,107,busy,2
362-CA,362-CA,other,1,1,free,1
364-A,364-A,afternoon,4,71,busy,2
364-A,364-A,morning,4,79,busy,2
364-A,364-A,other,2,38,normal,1
364-B,364-B,afternoon,4,67,busy,2
364-B,364-B,morning,6,151,busy,3
364-B,364-B,other,1,28,free,1
364-B CCDV-JBS,364-B,afternoon,1,15,free,1
364-C,364-C,afternoon,8,173,busy,4
364-C,364-C,morning,5,100,busy,3
364-C,364-C,other,4,73,busy,2
364-F,364-F,morning,2,56,normal,1
364-F,364-F,other,2,56,normal,1
364-G,364-G,afternoon,5,111,busy,3
364-G,364-G,morning,6,142,busy,3
364-G KBS-D34G,364-G,morning,1,29,free,1
364-G KBS-D34G,364-G,other,1,27,free,1
365,365,afternoon,63,2001,busy,22
365,365,morning,43,1540,busy,15
365,365,other,30,914,busy,11
365 D34G-BNP,365 D34G-BNP,afternoon,5,79,busy,3
365 D34G-BNP,365 D34G-BNP,morning,3,51,normal,1
365 D34G-BNP,365 D34G-BNP,other,1,17,free,1
365 JBS-BNP,365 JBS-BNP,afternoon,1,32,normal,1
365 KBS-D34G,365 KBS-D34G,afternoon,5,115,busy,3
365 KBS-D34G,365 KBS-D34G,morning,1,27,free,1
365 KBS-JRML,365 KBS-JRML,afternoon,1,15,free,1
365 KBS-JRML,365 KBS-JRML,morning,2,77,busy,2
365 KBS-JRML,365 KBS-JRML,other,2,62,busy,2
365-B,365-B,morning,3,102,busy,2
365-B,365-B,other,1,36,normal,1
365-BB,365-BB,afternoon,19,537,busy,7
365-BB,365-BB,morning,18,569,busy,7
365-BB,365-BB,other,14,357,busy,6
365-BB SGH-BNP,365-BB,afternoon,4,113,busy,2
365-BB SGH-BNP,365-BB,morning,6,203,busy,3
365-BB SGH-BNP,365-BB,other,2,82,busy,2
365-D,365-D,afternoon,25,759,busy,9
365-D,365-D,morning,20,552,busy,8
365-D,365-D,other,10,265,busy,4
365-D BVH-D34,365-D,afternoon,1,10,free,1
365-D BVH-D34,365-D,morning,2,20,free,1
365-D BVH-D34,365-D,other,1,10,free,1
365-DB,365-DB,afternoon,2,77,busy,2
365-DB,365-DB,morning,6,222,busy,3
365-DB,365-DB,other,3,86,busy,2
365-E,365-E,afternoon,13,389,busy,5
365-E,365-E,morning,15,536,busy,6
365-E,365-E,other,7,208,busy,3
365-E KBS-BTD,365-E,morning,1,40,normal,1
365-EA,365-EA,afternoon,2,85,busy,2
365-EA,365-EA,morning,2,89,busy,2
365-EA,365-EA,other,1,4,free,1
365-H,365-H,afternoon,6,249,busy,3
365-H,365-H,morning,4,171,busy,2
365-H D34G-JDLF,365-H,afternoon,2,53,normal,1
365-H D34G-JDLF,365-H,morning,2,52,normal,1
365-H D34G-JDLF,365-H,other,2,54,normal,1
365-J,365-J,afternoon,37,1445,busy,13
365-J,365-J,morning,39,1695,busy,14
365-J,365-J,other,27,1001,busy,10
365-J KBS-D27,365-J,afternoon,39,1522,busy,14
365-J KBS-D27,365-J,morning,32,1289,busy,12
365-J KBS-D27,365-J,other,26,819,busy,10
365-J KBS-JGN-UAV,365-J,afternoon,1,53,normal,1
365-J KBS-JGN-UAV,365-J,morning,1,50,normal,1
365-J KBS-NSB-D27G,365-J,afternoon,4,42,normal,1
365-J KBS-NSB-D27G,365-J,morning,5,200,busy,3
365-J KBS-NSB-D27G,365-J,other,3,89,busy,2
365-JA,365-JA,afternoon,2,56,normal,1
365-JA,365-JA,morning,2,97,busy,2
365-JA,365-JA,other,1,49,normal,1
365-JA KBS-VSD-JDLF,365-JA,morning,1,55,normal,1
365-K,365-K,afternoon,2,50,normal,1
365-K,365-K,morning,3,102,busy,2
365-K,365-K,other,1,19,free,1
365-N,365-N,afternoon,1,52,normal,1
365-N,365-N,morning,5,271,busy,3
365-N,365-N,other,3,113,busy,2
365-P,365-P,afternoon,42,1804,busy,15
365-P,365-P,morning,52,2989,busy,18
365-P,365-P,other,35,1704,busy,13
365-P D27-ANK,365-P,afternoon,20,327,busy,8
365-P D27-ANK,365-P,morning,14,213,busy,6
365-P D27-ANK,365-P,other,11,174,busy,5
365-P D34-ANK,365-P,afternoon,1,42,normal,1
365-P KBS-D27G,365-P,afternoon,2,102,busy,2
365-P KBS-D27G,365-P,morning,2,96,busy,2
365-Q,365-Q,afternoon,3,144,busy,2
365-Q,365-Q,morning,2,70,busy,2
365-R,365-R,afternoon,1,16,free,1
365-R,365-R,other,2,45,normal,1
365-S,365-S,afternoon,1,53,normal,1
365-S,365-S,morning,1,50,normal,1
365-S MRD-D34G,365-S,morning,1,22,free,1
365-W,365-W,afternoon,2,89,busy,2
365-W,365-W,morning,3,137,busy,2
365-W,365-W,other,3,83,busy,2
365-Z,365-Z,afternoon,3,52,normal,1
365-Z,365-Z,morning,4,90,busy,2
365-Z,365-Z,other,4,101,busy,2
365-Z BGT-MMDH,365-Z,afternoon,1,15,free,1
365-Z BGT-MMDH,365-Z,morning,1,35,normal,1
365-Z BGT-MMDH,365-Z,other,1,20,free,1
365-Z D34G-MMDH,365-Z,afternoon,1,48,normal,1
365J-BNZ-JNN,365J-BNZ-JNN,afternoon,1,28,free,1
365J-JAPC-JNN,365J-JAPC-JNN,other,1,36,normal,1
366,366,afternoon,24,798,busy,9
366,366,morning,10,274,busy,4
366,366,other,2,74,busy,2
366 D34-NSR,366 D34-NSR,morning,1,32,normal,1
366 KMT-D34G,366 KMT-D34G,afternoon,21,389,busy,8
366 KMT-D34G,366 KMT-D34G,morning,11,216,busy,5
366 KMT-D34G,366 KMT-D34G,other,1,3,free,1
366-A,366-A,afternoon,26,444,busy,10
366-A,366-A,morning,25,455,busy,9
366-A,366-A,other,13,242,busy,5
366-C,366-C,afternoon,1,14,free,1
366-C,366-C,morning,3,91,busy,2
366-C,366-C,other,7,191,busy,3
366-D,366-D,afternoon,2,62,busy,2
366-D,366-D,morning,3,144,busy,2
366-D,366-D,other,3,94,busy,2
366-E,366-E,afternoon,1,46,normal,1
366-E KMT-D27,366-E,afternoon,6,218,busy,3
366-E KMT-D27,366-E,morning,10,399,busy,4
366-E KMT-D27,366-E,other,6,211,busy,3
366-F,366-F,morning,3,147,busy,2
366-F,366-F,other,2,73,busy,2
366-G,366-G,afternoon,6,159,busy,3
366-G,366-G,morning,7,190,busy,3
366-G,366-G,other,3,71,busy,2
366-KA D34G-MRD,366-KA,afternoon,1,9,free,1
366-KA D34G-MRD,366-KA,morning,2,68,busy,2
366-KA D34G-MRD,366-KA,other,2,57,normal,1
366-KA KBS-MRD,366-KA,morning,1,55,normal,1
366-L,366-L,afternoon,2,88,busy,2
366-L,366-L,morning,4,159,busy,2
366-L,366-L,other,1,17,free,1
366-M,366-M,afternoon,7,187,busy,3
366-M,366-M,morning,8,258,busy,4
366-M,366-M,other,5,151,busy,3
366-M D34G-BTRD,366-M,afternoon,2,20,free,1
366-M D34G-BTRD,366-M,morning,3,38,normal,1
366-M D34G-BTRD,366-M,other,2,17,free,1
366-N,366-N,afternoon,3,153,busy,2
366-N,366-N,morning,4,208,busy,2
366-N,366-N,other,2,53,normal,1
366-N D34G-JSD-GDPK,366-N,morning,2,68,busy,2
366-N D34G-KMT,366-N,afternoon,5,85,busy,3
366-N D34G-KMT,366-N,morning,5,109,busy,3
366-N D34G-KMT,366-N,other,6,118,busy,3
366-Q,366-Q,morning,3,149,busy,2
366-Q,366-Q,other,1,51,normal,1
366-QA,366-QA,afternoon,2,102,busy,2
366-QA,366-QA,morning,1,50,normal,1
366-R,366-R,afternoon,4,150,busy,2
366-R,366-R,morning,6,283,busy,3
366-R,366-R,other,4,145,busy,2
366-R D27G-VDP,366-R,morning,1,6,free,1
366-R D27G-VDP,366-R,other,3,18,free,1
366-T,366-T,afternoon,1,53,normal,1
366-T,366-T,morning,3,155,busy,2
366-T,366-T,other,2,104,busy,2
366-W,366-W,afternoon,2,80,busy,2
366-W,366-W,other,2,65,busy,2
366-X,366-X,afternoon,2,69,busy,2
366-X,366-X,morning,3,170,busy,2
366-X,366-X,other,3,127,busy,2
366-Z,366-Z,afternoon,20,848,busy,8
366-Z,366-Z,morning,26,1375,busy,10
366-Z,366-Z,other,12,537,busy,5
366-Z ANK-CNP,366-Z,afternoon,2,20,free,1
366-Z ANK-CNP,366-Z,morning,1,10,free,1
367,367,morning,4,128,busy,2
367,367,other,1,33,normal,1
367 BSK-RSD,367 BSK-RSD,other,2,55,normal,1
367 D34G-RSD,367 D34G-RSD,afternoon,1,3,free,1
367 D34G-RSD,367 D34G-RSD,morning,1,11,free,1
367-B,367-B,afternoon,4,82,busy,2
367-B,367-B,morning,4,107,busy,2
367-B,367-B,other,2,43,normal,1
367-D,367-D,afternoon,2,60,busy,2
367-D,367-D,morning,5,149,busy,3
367-D,367-D,other,3,91,busy,2
368,368,afternoon,9,306,busy,4
368,368,morning,16,656,busy,6
368,368,other,11,367,busy,5
368 SBS-D27G,368 SBS-D27G,afternoon,4,127,busy,2
368 SBS-D27G,368 SBS-D27G,morning,5,232,busy,3
368 SBS-D27G,368 SBS-D27G,other,2,104,busy,2
368 SBS-D34G,368 SBS-D34G,afternoon,1,25,free,1
368 SBS-D34G,368 SBS-D34G,morning,1,25,free,1
369,369,afternoon,15,298,busy,6
369,369,morning,10,211,busy,4
369,369,other,6,137,busy,3
369 KMT-DLF,369 KMT-DLF,other,2,53,normal,1
369-A,369-A,afternoon,11,237,busy,5
369-A,369-A,morning,7,166,busy,3
369-A,369-A,other,1,5,free,1
369-A D34-HLM,369-A,morning,1,4,free,1
369-B,369-B,afternoon,6,127,busy,3
369-B,369-B,morning,3,53,normal,1
369-C,369-C,afternoon,5,114,busy,3
369-C,369-C,morning,8,180,busy,4
369-C,369-C,other,4,98,busy,2
369-D,369-D,afternoon,1,12,free,1
369-D,369-D,morning,9,201,busy,4
369-D,369-D,other,6,126,busy,3
369-E,369-E,afternoon,15,297,busy,6
369-E,369-E,morning,11,251,busy,5
369-E,369-E,other,4,66,busy,2
369-G,369-G,afternoon,3,68,busy,2
369-G,369-G,morning,5,139,busy,3
369-G,369-G,other,2,42,normal,1
369-J,369-J,afternoon,2,61,busy,2
369-J,369-J,morning,1,32,normal,1
369-K KBS-DLF,369-K,morning,1,27,free,1
369-K KBS-DLF,369-K,other,1,24,free,1
369-K VSD-DLF,369-K,afternoon,1,7,free,1
369-K VSD-DLF,369-K,morning,1,25,free,1
369-K VSD-DLF,369-K,other,1,19,free,1
369-N,369-N,afternoon,14,315,busy,6
369-N,369-N,morning,15,391,busy,6
369-N,369-N,other,9,212,busy,4
369-N JSD-GTG-YLH,369-N,afternoon,2,20,free,1
37,37,afternoon,18,259,busy,7
37,37,morning,20,338,busy,8
37,37,other,13,190,busy,5
37 SBS-WPLS,37 SBS-WPLS,afternoon,1,12,free,1
37 SBS-WPLS,37 SBS-WPLS,morning,1,12,free,1
37-E,37-E,afternoon,6,128,busy,3
37-E,37-E,morning,1,22,free,1
37-E,37-E,other,2,34,normal,1
370,370,afternoon,2,65,busy,2
370,370,morning,3,125,busy,2
370,370,other,3,80,busy,2
370-A,370-A,afternoon,3,114,busy,2
370-A,370-A,morning,5,219,busy,3
370-A,370-A,other,3,100,busy,2
370-A BGT-UJPD,370-A,afternoon,1,15,free,1
370-A KBS-UJPD,370-A,morning,2,103,busy,2
370-A KBS-UJPD,370-A,other,1,50,normal,1
370-A KMT-JBS-UJPD,370-A,afternoon,1,51,normal,1
370-AA,370-AA,afternoon,1,8,free,1
370-AA,370-AA,morning,2,103,busy,2
370-AA,370-AA,other,2,95,busy,2
370-B,370-B,afternoon,2,88,busy,2
370-B,370-B,morning,1,43,normal,1
370-B D34G-KRTD,370-B,morning,1,25,free,1
370-E,370-E,afternoon,3,105,busy,2
370-E,370-E,morning,2,81,busy,2
370-E D34G-RND,370-E,afternoon,1,23,free,1
370-E D34G-RND,370-E,morning,1,24,free,1
371-A,371-A,afternoon,1,48,normal,1
371-A,371-A,morning,2,95,busy,2
371-A,371-A,other,1,48,normal,1
371-C,371-C,afternoon,2,59,normal,1
371-C,371-C,morning,3,119,busy,2
371-C,371-C,other,2,62,busy,2
371-D,371-D,afternoon,1,32,normal,1
371-D,371-D,morning,3,120,busy,2
372,372,afternoon,2,50,normal,1
372,372,morning,3,160,busy,2
372,372,other,2,72,busy,2
372-A,372-A,afternoon,2,80,busy,2
372-A,372-A,morning,3,143,busy,2
372-A,372-A,other,3,119,busy,2
372-B,372-B,afternoon,2,74,busy,2
372-B,372-B,morning,3,152,busy,2
372-B,372-B,other,2,80,busy,2
372-C,372-C,afternoon,2,82,busy,2
372-C,372-C,morning,2,82,busy,2
372-C D34G-NSB,372-C,afternoon,1,14,free,1
372-C D34G-NSB,372-C,morning,1,20,free,1
372-C D34G-NSB,372-C,other,1,7,free,1
372-E,372-E,afternoon,1,57,normal,1
372-E,372-E,morning,3,170,busy,2
372-E KBS-CNP,372-E,afternoon,1,22,free,1
372-E KBS-CNP,372-E,other,2,98,busy,2
372-E KMT-HRG-CNP,372-E,morning,1,55,normal,1
372-F,372-F,morning,2,89,busy,2
372-J,372-J,afternoon,2,58,normal,1
372-J,372-J,morning,3,147,busy,2
372-J,372-J,other,3,101,busy,2
372-M,372-M,afternoon,2,68,busy,2
372-M,372-M,morning,3,136,busy,2
372-M,372-M,other,3,150,busy,2
374-M,374-M,afternoon,9,411,busy,4
374-M,374-M,morning,12,605,busy,5
374-M,374-M,other,3,129,busy,2
374-M D35G-TVK-KGR,374-M,morning,1,37,normal,1
374-MA,374-MA,afternoon,13,509,busy,5
374-MA,374-MA,morning,12,599,busy,5
374-MA,374-MA,other,8,418,busy,4
374-N,374-N,afternoon,43,1017,busy,15
374-N,374-N,morning,28,677,busy,10
374-N,374-N,other,17,371,busy,7
374-N D31G-NMG,374-N,other,1,49,normal,1
374-N D35G-TVK-NML,374-N,afternoon,1,5,free,1
374-N D35G-TVK-NML,374-N,morning,4,136,busy,2
374-N D35G-TVK-NML,374-N,other,3,97,busy,2
374-NM,374-NM,afternoon,8,299,busy,4
374-NM,374-NM,morning,6,235,busy,3
374-NM,374-NM,other,1,18,free,1
374-S,374-S,afternoon,6,222,busy,3
374-S,374-S,morning,4,198,busy,2
374-S,374-S,other,5,174,busy,3
375 JBS-BEML5,375,afternoon,1,28,free,1
375 JBS-BEML5,375,other,1,28,free,1
375-D,375-D,afternoon,154,3131,busy,52
375-D,375-D,morning,139,2968,busy,47
375-D,375-D,other,87,1767,busy,30
375-D BEML5-BSK,375-D,afternoon,5,113,busy,3
375-D BEML5-BSK,375-D,morning,6,132,busy,3
375-D BEML5-BSK,375-D,other,2,46,normal,1
375-D BSK-BCH,375-D,other,1,19,free,1
375-D JGF-BSK,375-D,morning,1,31,normal,1
375-D KGR-BEML5,375-D,afternoon,16,177,busy,6
375-D KGR-BEML5,375-D,morning,20,245,busy,8
375-D KGR-BEML5,375-D,other,11,107,busy,5
375-D KWS-BSK,375-D,morning,1,27,free,1
375-G,375-G,afternoon,5,170,busy,3
375-G,375-G,morning,8,386,busy,4
375-G,375-G,other,6,228,busy,3
375-H,375-H,afternoon,18,457,busy,7
375-H,375-H,morning,13,327,busy,5
375-H,375-H,other,8,168,busy,4
375-H SGH-KGR,375-H,afternoon,10,299,busy,4
375-H SGH-KGR,375-H,morning,8,210,busy,4
375-H SGH-KGR,375-H,other,7,173,busy,3
375-J,375-J,morning,1,62,busy,2
377-A,377-A,afternoon,6,278,busy,3
377-A,377-A,morning,2,56,normal,1
377-A,377-A,other,2,74,busy,2
377-B,377-B,morning,1,72,busy,2
377-H,377-H,afternoon,23,401,busy,9
377-H,377-H,morning,21,377,busy,8
377-H,377-H,other,11,188,busy,5
377-HG,377-HG,afternoon,1,21,free,1
377-HG,377-HG,morning,2,66,busy,2
377-HG,377-HG,other,2,45,normal,1
378,378,afternoon,136,5892,busy,46
378,378,morning,151,7749,busy,51
378,378,other,91,4088,busy,31
378 BEML5-ELC,378,afternoon,5,116,busy,3
378 BEML5-ELC,378,other,5,226,busy,3
378 D12G-ELC,378 D12G-ELC,afternoon,8,222,busy,4
378 D12G-ELC,378 D12G-ELC,morning,1,52,normal,1
378 D12G-ELC,378 D12G-ELC,other,10,364,busy,4
378 D34G-ELC,378 D34G-ELC,afternoon,5,139,busy,3
378 D34G-ELC,378 D34G-ELC,other,1,27,free,1
378 D34G-ELC-HSS,378,afternoon,1,44,normal,1
378 D34G-KGR,378 D34G-KGR,afternoon,4,135,busy,2
378 D34G-KGR,378 D34G-KGR,morning,5,114,busy,3
378 D34G-KGR,378 D34G-KGR,other,1,35,normal,1
378 D38G-KGR,378 D38G-KGR,other,1,62,busy,2
378 KGR-ELCW,378 KGR-ELCW,afternoon,1,54,normal,1
378 PTPL-GTG-ELC,378,afternoon,2,60,busy,2
378 PTPL-GTG-ELC,378,morning,2,60,busy,2
378-A,378-A,afternoon,15,645,busy,6
378-A,378-A,morning,11,548,busy,5
378-A,378-A,other,6,181,busy,3
378-B,378-B,afternoon,3,96,busy,2
378-B,378-B,morning,4,164,busy,2
378-B,378-B,other,3,109,busy,2
378-C,378-C,morning,16,416,busy,6
378-C D34G-ELC,378-C,afternoon,8,189,busy,4
378-C D34G-ELC,378-C,morning,2,27,free,1
378-C UTH-ELC,378-C,afternoon,12,483,busy,5
378-C UTH-ELC,378-C,morning,10,415,busy,4
378-C UTH-ELC,378-C,other,6,181,busy,3
378-D,378-D,afternoon,2,67,busy,2
378-D,378-D,morning,3,162,busy,2
378-D,378-D,other,5,203,busy,3
378-D ELC-D12G,378-D,morning,1,56,normal,1
378-E,378-E,afternoon,6,196,busy,3
378-E,378-E,morning,3,104,busy,2
378-E,378-E,other,2,24,free,1
378-E D34-BSK,378-E,afternoon,3,54,normal,1
378-E D34-BSK,378-E,morning,3,56,normal,1
378-E D34-BSK,378-E,other,1,20,free,1
378-E D44G-ELC,378-E,afternoon,4,100,busy,2
378-E D44G-ELC,378-E,morning,3,62,busy,2
378-E D44G-ELC,378-E,other,2,54,normal,1
378-P,378-P,afternoon,1,32,normal,1
378-P,378-P,morning,1,52,normal,1
378-P,378-P,other,1,19,free,1
380 SBS-MVJ,380 SBS-MVJ,afternoon,1,35,normal,1
380 SBS-MVJ,380 SBS-MVJ,morning,1,36,normal,1
380-P,380-P,afternoon,1,33,normal,1
380-P,380-P,morning,2,68,busy,2
381-C,381-C,afternoon,21,595,busy,8
381-C,381-C,morning,24,715,busy,9
381-C,381-C,other,10,250,busy,4
381-E HSK-HSKH-KRMT,381-E,morning,1,2,free,1
381-E HSK-HSKH-KRMT,381-E,other,3,56,normal,1
381-E TNF-HSK-KRMT,381-E,afternoon,1,32,normal,1
381-E TNF-HSK-KRMT,381-E,morning,2,73,busy,2
381-E TNF-HSK-KRMT,381-E,other,2,41,normal,1
381-F,381-F,afternoon,36,567,busy,13
381-F,381-F,morning,34,536,busy,12
381-F,381-F,other,1,3,free,1
390,390,afternoon,4,131,busy,2
390,390,morning,1,40,normal,1
390,390,other,1,27,free,1
398-B,398-B,afternoon,4,131,busy,2
398-B,398-B,morning,2,78,busy,2
398-B,398-B,other,1,25,free,1
398-B ATB-KGP,398-B,morning,1,47,normal,1
398-B CPR-BNZ,398-B,afternoon,2,57,normal,1
398-B CPR-BNZ,398-B,other,2,57,normal,1
398-B D27G-KGP,398-B,afternoon,2,48,normal,1
398-B D27G-KGP,398-B,morning,1,27,free,1
398-B D27G-KGP,398-B,other,1,7,free,1
398-B D44G-BGT-CPR,398-B,morning,1,38,normal,1
398-H,398-H,afternoon,3,161,busy,2
398-H,398-H,morning,2,123,busy,2
398-H,398-H,other,1,38,normal,1
398-H D27-ATB,398-H,morning,1,23,free,1
398-H D27G-HSK,398-H,afternoon,7,402,busy,3
398-H D27G-HSK,398-H,morning,6,447,busy,3
398-H D27G-HSK,398-H,other,3,63,busy,2
399,399,afternoon,7,316,busy,3
399,399,morning,7,376,busy,3
399,399,other,4,177,busy,2
399 ABS-DMSC-KDG,399,afternoon,1,22,free,1
399 ABS-DMSC-KDG,399,morning,1,22,free,1
399 ELC-KDG,399 ELC-KDG,morning,1,39,normal,1
399 HSS-CPR,399 HSS-CPR,morning,1,10,free,1
399 KDG-MVM,399 KDG-MVM,afternoon,2,60,busy,2
399 KDG-MVM,399 KDG-MVM,morning,2,60,busy,2
399-A,399-A,afternoon,5,179,busy,3
399-A,399-A,morning,10,501,busy,4
399-A,399-A,other,7,217,busy,3
399-A CPR-KDG,399-A,afternoon,2,66,busy,2
399-C,399-C,afternoon,9,264,busy,4
399-C,399-C,morning,12,552,busy,5
399-C,399-C,other,8,228,busy,4
399-C ANK-LKR,399-C,afternoon,1,46,normal,1
399-C ANK-LKR,399-C,morning,1,50,normal,1
